"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"899","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:28:34,FALSE,NA,"1597779591493738497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","illumanaughty_",3512,TRUE,FALSE,NA,NA
"900","RT @VijayIsMyLife: #ThalapathyVijay strikes an uber-cool pose which is full of swag in the new #Varisu poster. 🔥

Ground promotions will st…",FALSE,0,NA,2022-11-30 02:28:33,FALSE,NA,"1597779588457074688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RogRebel",276,TRUE,FALSE,NA,NA
"901","@StrongMarriage5 I sent a similar themed text - and got an earful (or is it an eyeful) about the kids:

Just called… https://t.co/0cDj4hadQe",FALSE,0,"StrongMarriage5",2022-11-30 02:28:33,TRUE,"1597746983585738752","1597779585747529729","2331931202","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FunNYCGuy",0,FALSE,FALSE,NA,NA
"902","@washingtonpost ""Innovative solutions"" like slave labor, and mix in some fyre festival conditions for most of the v… https://t.co/VLhjypcuS2",FALSE,1,"washingtonpost",2022-11-30 02:28:32,TRUE,"1597769418855129088","1597779582723457024","2467791","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lionjrl",0,FALSE,FALSE,NA,NA
"903","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:28:30,FALSE,NA,"1597779573802164225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lizzienicole03",3512,TRUE,FALSE,NA,NA
"904","Chile my daddy is INTENT on setting me up with some mid 😂 From church, work, Uber drivers, ANYWHERE. I be like plea… https://t.co/cEgEG2aRiY",FALSE,2,NA,2022-11-30 02:28:28,TRUE,NA,"1597779567426822144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Ymanie",0,FALSE,FALSE,NA,NA
"905","@LuvEvelynClaire When did grumpy old men stop being taxi drivers and start being Uber drivers?",FALSE,1,"LuvEvelynClaire",2022-11-30 02:28:26,FALSE,"1597758099146027008","1597779559025631233","3162048481","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1Spideyvenom",0,FALSE,FALSE,NA,NA
"906","RT @Victorshi2020: NEW: @VotersTomorrow just announced our partnership with Uber to offer young voters in Georgia free rides to &amp; from poll…",FALSE,0,NA,2022-11-30 02:28:19,FALSE,NA,"1597779528562376704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenCamon",3257,TRUE,FALSE,NA,NA
"907","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:28:19,FALSE,NA,"1597779528184926209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nates_motel",3512,TRUE,FALSE,NA,NA
"908","RT @santiagomayer_: NEW: @VotersTomorrow is teaming up with @Plus1_Vote to help provide free Uber rides to and from polling places in Georg…",FALSE,0,NA,2022-11-30 02:28:17,FALSE,NA,"1597779518454128641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BagsFunBags",137,TRUE,FALSE,NA,NA
"909","RT @VijayIsMyLife: #ThalapathyVijay strikes an uber-cool pose which is full of swag in the new #Varisu poster. 🔥

Ground promotions will st…",FALSE,0,NA,2022-11-30 02:28:16,FALSE,NA,"1597779515366772736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bigil07290776",276,TRUE,FALSE,NA,NA
"910","@ubereats_uk @Uber @Uber_Support absolutely atrocious customer phone support!!!
Two days in a row!!!
Your phone sup… https://t.co/bxwgoya0lz",FALSE,0,"ubereats_uk",2022-11-30 02:28:13,TRUE,NA,"1597779503484637187","1123948811691470849","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","H11TNH",0,FALSE,FALSE,NA,NA
"911","RT @VijayIsMyLife: #ThalapathyVijay strikes an uber-cool pose which is full of swag in the new #Varisu poster. 🔥

Ground promotions will st…",FALSE,0,NA,2022-11-30 02:28:13,FALSE,NA,"1597779501777580032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LokeshSelvaraj",276,TRUE,FALSE,NA,NA
"912","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:28:07,FALSE,NA,"1597779475877728257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsSeaSull",3512,TRUE,FALSE,NA,NA
"913","RT @Victorshi2020: NEW: @VotersTomorrow just announced our partnership with Uber to offer young voters in Georgia free rides to &amp; from poll…",FALSE,0,NA,2022-11-30 02:27:58,FALSE,NA,"1597779440548782080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gayleelynn",3257,TRUE,FALSE,NA,NA
"914","@AshwiniSahaya @DgpKarnataka @narendramodi @CMOKerala @jihadwatchRS @Martina @geertwilderspvv @unwomenindia… https://t.co/JMCD7ky6BB",FALSE,1,"AshwiniSahaya",2022-11-30 02:27:49,TRUE,"1597621748887089153","1597779403991568384","1501772314722983936","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Omni752",0,FALSE,FALSE,NA,NA
"915","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:27:48,FALSE,NA,"1597779399528456193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NicoPerez7272",3512,TRUE,FALSE,NA,NA
"916","RT @Victorshi2020: NEW: @VotersTomorrow just announced our partnership with Uber to offer young voters in Georgia free rides to &amp; from poll…",FALSE,0,NA,2022-11-30 02:27:43,FALSE,NA,"1597779378754420736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StaceyHeller5",3257,TRUE,FALSE,NA,NA
"917","@ItsLoveJoyTTV Oh I totally agree with you, he's intensely in the wrong and you must always be careful of course. I… https://t.co/LJid9kuSGx",FALSE,0,"ItsLoveJoyTTV",2022-11-30 02:27:42,TRUE,"1597760592194211840","1597779372085497857","1315686239685816320","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Reaves_Classic",0,FALSE,FALSE,NA,NA
"918","RT @Victorshi2020: NEW: @VotersTomorrow just announced our partnership with Uber to offer young voters in Georgia free rides to &amp; from poll…",FALSE,0,NA,2022-11-30 02:27:41,FALSE,NA,"1597779368923000833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","to_suesmall",3257,TRUE,FALSE,NA,NA
"919","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:27:35,FALSE,NA,"1597779343585206272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Frankysucks",3512,TRUE,FALSE,NA,NA
"920","RT @VijayIsMyLife: #ThalapathyVijay strikes an uber-cool pose which is full of swag in the new #Varisu poster. 🔥

Ground promotions will st…",FALSE,0,NA,2022-11-30 02:27:34,FALSE,NA,"1597779337809252352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imnaveenskoff",276,TRUE,FALSE,NA,NA
"921","@AB_LOOP @KumpDallin no public transportation? uber is hella expensive",FALSE,0,"AB_LOOP",2022-11-30 02:27:34,FALSE,"1597700150343847936","1597779337683402752","4843266295","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","joeslaughtercs",0,FALSE,FALSE,NA,NA
"922","RT @VijayIsMyLife: #ThalapathyVijay strikes an uber-cool pose which is full of swag in the new #Varisu poster. 🔥

Ground promotions will st…",FALSE,0,NA,2022-11-30 02:27:32,FALSE,NA,"1597779331392360448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ravikumar21097",276,TRUE,FALSE,NA,NA
"923","RT @SantanaelChan: How my Uber Eats driver be pulling up after I order $12 worth of food for $30 during a Category 5 hurricane https://t.co…",FALSE,0,NA,2022-11-30 02:27:26,FALSE,NA,"1597779304955662336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReservedJesse",645,TRUE,FALSE,NA,NA
"924","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:27:22,FALSE,NA,"1597779287947771906",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joseph_loredo10",3512,TRUE,FALSE,NA,NA
"925","Leaving my Uber smiling proudly to myself knowing I just scored a solid 3.5 star rating from the driver with only one violation 🫶",FALSE,1,NA,2022-11-30 02:27:21,FALSE,NA,"1597779283124289537",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","carolinnycianci",0,FALSE,FALSE,NA,NA
"926","RT @bsk5496: Noww thats a screammmer! Swaaaggg written all over with Vijay, Thalapathy swag this! Andha hand la tea glass giving a local fl…",FALSE,0,NA,2022-11-30 02:27:19,FALSE,NA,"1597779275729743873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JDMASTER2020",51,TRUE,FALSE,NA,NA
"927","@Wes_IRL Hi Wes, sorry to hear this! Do you mind sending us a DM with your email/phone number attached to your acco… https://t.co/txXPyeftBR",FALSE,0,"Wes_IRL",2022-11-30 02:27:13,TRUE,"1597765211036917760","1597779249519370240","196418610","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Uber_Support",0,FALSE,FALSE,NA,NA
"928","@whitespeaking @Olacabs @Ola_Kolkata Don’t book Ola or Uber when you want to catch a flight or have an reach anywhe… https://t.co/7iUKWzMywZ",FALSE,6,"whitespeaking",2022-11-30 02:27:12,TRUE,"1597766943821697024","1597779249133682688","87029849","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anandi_NR",1,FALSE,FALSE,NA,NA
"929","@Victorshi2020 @VotersTomorrow Victor, LOL Typical democrat lies as usual. I know. I drive for Uber. Caught you, Ca… https://t.co/rmOSshlHUG",FALSE,0,"Victorshi2020",2022-11-30 02:27:06,TRUE,"1597674409489477632","1597779223892348929","1084468387491790848","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BigguyBeaver",0,FALSE,FALSE,NA,NA
"930","RT @justin_fenton: Baltimore Police say they are investigating a string of robberies in which a ride share drivers are carjacked, then the…",FALSE,0,NA,2022-11-30 02:27:02,FALSE,NA,"1597779206410096640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ScottStras",174,TRUE,FALSE,NA,NA
"931","RT @Victorshi2020: NEW: @VotersTomorrow just announced our partnership with Uber to offer young voters in Georgia free rides to &amp; from poll…",FALSE,0,NA,2022-11-30 02:26:56,FALSE,NA,"1597779178866479104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JulianneBrother",3257,TRUE,FALSE,NA,NA
"932","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:26:54,FALSE,NA,"1597779171354488833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trippywh0r",3512,TRUE,FALSE,NA,NA
"933","@ivanderstoep @NWSSeattle Native smoke signal for uber",FALSE,0,"ivanderstoep",2022-11-30 02:26:53,FALSE,"1597285972861157376","1597779165830610946","1401206540275646469","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","crwoods1970",0,FALSE,FALSE,NA,NA
"934","RT @Victorshi2020: NEW: @VotersTomorrow just announced our partnership with Uber to offer young voters in Georgia free rides to &amp; from poll…",FALSE,0,NA,2022-11-30 02:26:51,FALSE,NA,"1597779159140675585",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AkerKathi",3257,TRUE,FALSE,NA,NA
"935","RT @bsk5496: Noww thats a screammmer! Swaaaggg written all over with Vijay, Thalapathy swag this! Andha hand la tea glass giving a local fl…",FALSE,0,NA,2022-11-30 02:26:47,FALSE,NA,"1597779141298094080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mohanpearl2",51,TRUE,FALSE,NA,NA
"936","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:26:44,FALSE,NA,"1597779128433881088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Andika_Yulianto",3512,TRUE,FALSE,NA,NA
"937","@allinwithchris @SenSanders GIVE tax advantages to little person. tax relief, lower taxes. you give all advantages… https://t.co/9EwmdGWrxY",FALSE,2,"allinwithchris",2022-11-30 02:26:42,TRUE,"1597777103797239815","1597779122931240960","1286312880","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rexsikes",0,FALSE,FALSE,NA,NA
"938","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:26:40,FALSE,NA,"1597779113200132097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MintHyunJinn",3512,TRUE,FALSE,NA,NA
"939","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:26:38,FALSE,NA,"1597779105877229568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Splashy69",3512,TRUE,FALSE,NA,NA
"940","$UBER [Nov-25 30.5 Puts] up +136.75%  Alerted at $1.17  on Nov 16 2022 12:24PM Peak after alert $2.77 on 2022-11-22… https://t.co/r0W5YQrgMs",FALSE,0,NA,2022-11-30 02:26:26,TRUE,NA,"1597779053347577856",NA,"<a href=""http://sleekoptions.com/home.aspx"" rel=""nofollow"">SleekOptions</a>","sleekoptions",0,FALSE,FALSE,NA,NA
"941","@Tantaburs @LitoRapids @ChrisRGun @ReeceFuller8 @CertainTeaa wait so F isn't even fuckin linear? holy shit it's wor… https://t.co/EhdgxF0W5l",FALSE,0,"Tantaburs",2022-11-30 02:26:21,TRUE,"1597757569699057664","1597779031885512709","58127947","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The_Uber_Necc",0,FALSE,FALSE,NA,NA
"942","RT @Victorshi2020: NEW: @VotersTomorrow just announced our partnership with Uber to offer young voters in Georgia free rides to &amp; from poll…",FALSE,0,NA,2022-11-30 02:26:13,FALSE,NA,"1597778998108749824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mommypirate2",3257,TRUE,FALSE,NA,NA
"943","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:26:12,FALSE,NA,"1597778996623998976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","notaustin56",3512,TRUE,FALSE,NA,NA
"944","RT @santiagomayer_: Lots of young people don’t have a simple way to get to the polls. 

So @VotersTomorrow and @Plus1_Vote are helping fund…",FALSE,0,NA,2022-11-30 02:26:04,FALSE,NA,"1597778960359661568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Becka73266384",275,TRUE,FALSE,NA,NA
"945","Uber eats* damn",FALSE,0,"JayNeech__",2022-11-30 02:25:58,FALSE,"1597749603155456000","1597778938507337728","1038106732160077824","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JayNeech__",0,FALSE,FALSE,NA,NA
"946","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:25:47,FALSE,NA,"1597778892533960704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_ekaahh",3512,TRUE,FALSE,NA,NA
"947","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:25:47,FALSE,NA,"1597778891133038592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InkAtHand",3512,TRUE,FALSE,NA,NA
"948","RT @gagalovesbey: I’m in an Uber and Cuff It came on the radio and my driver changed the station only for Cuff It to be playing on another…",FALSE,0,NA,2022-11-30 02:25:34,FALSE,NA,"1597778836896116736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","idealv_",239,TRUE,FALSE,NA,NA
"949","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:25:34,FALSE,NA,"1597778836636114945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","quincillen",3512,TRUE,FALSE,NA,NA
"950","@SpottieWiFi I almost got robbed by my Uber sooo it’s best just not to go then",FALSE,0,"SpottieWiFi",2022-11-30 02:25:33,FALSE,"1597712534785884162","1597778832664432640","57708338","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJLAMOON",0,FALSE,FALSE,NA,NA
"951","☛☛☛https://t.co/nbm9ktQzvT

More member profits. Stay patient and the let the trade play out 
$INO $INO $LYFT $FSR… https://t.co/1yaH3rc7eu",FALSE,0,NA,2022-11-30 02:25:30,TRUE,NA,"1597778820622581762",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ajith5930",0,FALSE,FALSE,NA,NA
"952","RT @VijayIsMyLife: #ThalapathyVijay strikes an uber-cool pose which is full of swag in the new #Varisu poster. 🔥

Ground promotions will st…",FALSE,0,NA,2022-11-30 02:25:22,FALSE,NA,"1597778785482739712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ragulvijayrohit",276,TRUE,FALSE,NA,NA
"953","RT @miltonchombah: Mostly AH's excruciating fake laugh. Only watch if you want to torture yourself. Where tf is that Uber? https://t.co/N1Q…",FALSE,0,NA,2022-11-30 02:25:20,FALSE,NA,"1597778776880218113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Julia21479630",25,TRUE,FALSE,NA,NA
"954","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:25:18,FALSE,NA,"1597778768286089216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RattyMcRatRatt",3512,TRUE,FALSE,NA,NA
"955","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:25:18,FALSE,NA,"1597778767333949441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realdoonser",3512,TRUE,FALSE,NA,NA
"956","Everyone, Come join an amazing group of traders 
https://t.co/nbm9ktyqhL

$INO $FSR $LYFT $SLV $MESO $UBER $GLD… https://t.co/IA9SlYL5wd",FALSE,0,NA,2022-11-30 02:25:14,TRUE,NA,"1597778750636142597",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ajith5930",0,FALSE,FALSE,NA,NA
"957","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:25:12,FALSE,NA,"1597778743292231683",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tuanadam08",3512,TRUE,FALSE,NA,NA
"958","RT @backendoc: if you’re uber eats driver is walking just cancel the food bro… https://t.co/QVRL518UHV",FALSE,0,NA,2022-11-30 02:25:12,FALSE,NA,"1597778742042320896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","larry_lobsterz",3512,TRUE,FALSE,NA,NA
"959","@MiamiMayor The every 30-minute Miami airport to south beach express shuttle is a joke. I figured I’d try it out in… https://t.co/EVrWo4Lz2g",FALSE,0,"MiamiMayor",2022-11-30 02:25:03,TRUE,NA,"1597778706453659648","968575617036881921","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hellojuli1n",0,FALSE,FALSE,NA,NA
